,ID,PERFORMANCE_INDEX,EMISSIONS_CO2,URBAN_CONSUMPTION,DISPLACEMENT,CAPACITY,PISTON_COUNT,BLENDED_CONSUMPTION,GEARBOX_TYPE,OUTPUT,BODY_STYLE,EFFICIENCY_RATIO,YEARS_IN_SERVICE,MILEAGE,HIGHWAY_USAGE,ENERGY_SOURCE,EFFICIENCY_RATING
2581,2611,76.96768555,198.0,7.9,1.9,5.0,4.0,7.6,Automatic,77.0,MID-SIZE,1.25,10.0,15.0,6.4,Petrol,46.0
2582,2612,66.16834371,254.0,11.1,3.5,5.0,6.0,9.5,Automatic,178.0,MID-SIZE,1.54,10.0,19.0,8.1,Petrol,15.0
2583,2613,61.05974405,358.0,19.1,5.3,5.0,8.0,16.1,Automatic,256.0,FULL-SIZE,1.58,10.0,19.0,11.2,Gas,16.0
2584,2614,51.13197955,192.0,10.5,1.4,5.0,4.0,9.1,Automatic,140.0,COMPACT,1.22,10.0,18.0,7.7,Petrol,37.0
2585,2615,109.9820093,430.0,15.9,3.8,2.0,4.0,12.3,Automatic,163.0,SUV - STANDARD,1.17,10.0,23.0,10.4,Petrol,25.0
2586,2616,63.29045888,226.0,12.1,3.5,4.0,6.0,9.8,Manual,174.0,MINICOMPACT,1.35,10.0,16.0,9.9,Petrol,22.0
2587,2617,111.7309519,291.0,27.3,3.5,5.0,6.0,12.1,Automatic,323.0,SUV - SMALL,1.34,10.0,20.0,10.8,Gas,19.0
2588,2618,87.68159768,319.0,21.8,3.6,7.0,6.0,24.4,Automatic,165.0,PICKUP TRUCK - STANDARD,1.44,10.0,17.0,9.3,Petrol,27.0
2589,2619,63.29348962,287.0,24.7,4.3,4.0,6.0,14.4,Manual,224.0,MID-SIZE,1.44,10.0,19.0,9.6,Petrol,24.0
2590,2620,123.4249469,231.0,12.6,1.5,5.0,6.0,12.1,Automatic,104.0,FULL-SIZE,1.48,10.0,16.0,8.2,Gas,17.0
2591,2621,110.2106006,271.0,15.5,3.2,5.0,6.0,12.9,Automatic,127.0,MID-SIZE,1.27,10.0,21.0,9.0,Petrol,27.0
2592,2622,120.4116705,292.0,10.2,3.7,5.0,6.0,12.5,Automatic,171.0,STATION WAGON - SMALL,1.16,10.0,18.0,8.1,Petrol,24.0
2593,2623,92.37491758,207.0,7.7,2.0,15.0,4.0,9.9,Manual,98.0,SPECIAL PURPOSE VEHICLE,1.41,10.0,20.0,7.1,Petrol,28.0
2594,2624,62.70464723,346.0,10.9,3.3,5.0,6.0,13.8,Manual,175.0,MID-SIZE,1.37,10.0,19.0,7.6,Petrol,22.0
2595,2625,86.97404882,188.0,16.3,6.0,4.0,8.0,13.2,Automatic,155.0,SUBCOMPACT,1.32,10.0,19.0,10.2,Gas,14.0
2596,2626,71.92604907,232.0,8.7,3.6,15.0,6.0,12.8,Automatic,171.0,SPECIAL PURPOSE VEHICLE,1.56,10.0,19.0,7.7,Petrol,11.0
2597,2627,54.97538116,268.0,21.7,3.7,7.0,6.0,19.9,Automatic,191.0,SUV - STANDARD,1.34,10.0,24.0,14.9,Petrol,16.0
2598,2628,76.69501093,214.0,11.6,2.7,5.0,6.0,12.0,Automatic,140.0,COMPACT,1.5,10.0,17.0,5.9,Gas,25.0
2599,2629,63.6115055,308.0,17.8,4.5,5.0,6.0,11.3,Automatic,164.0,COMPACT,1.44,10.0,19.0,11.1,Gas,19.0
2600,2630,85.21569666,295.0,10.2,3.0,7.0,6.0,10.2,Automatic,144.0,SUV - SMALL,1.16,10.0,17.0,9.9,Petrol,20.0
2601,2631,76.41485582,327.0,10.3,2.0,2.0,4.0,9.1,Automatic,71.0,TWO-SEATER,1.29,10.0,17.0,8.1,Gas,35.0
2602,2632,98.10537462,367.0,18.0,5.3,13.0,8.0,17.3,Automatic,372.0,VAN - CARGO,1.39,10.0,26.0,15.0,Petrol,25.0
2603,2633,62.34494456,259.0,9.9,3.6,5.0,6.0,13.7,Automatic,161.0,STATION WAGON - SMALL,1.37,10.0,16.0,10.0,Petrol,18.0
2604,2634,83.95750214,207.0,7.1,1.7,16.0,4.0,7.6,Automatic,80.0,MID-SIZE,0.94,10.0,16.0,8.5,Petrol,49.0
2605,2635,59.50080898,170.0,7.2,2.6,5.0,6.0,10.8,Automatic,140.0,MID-SIZE,1.52,10.0,18.0,8.4,Gas,32.0
2606,2636,83.25074373,276.0,14.0,4.7,5.0,6.0,10.9,Automatic,151.0,COMPACT,1.53,10.0,17.0,13.3,Gas,18.0
2607,2637,209.979005,197.0,13.3,1.9,13.0,4.0,9.2,Automatic,103.0,COMPACT,1.41,10.0,18.0,7.7,Petrol,34.0
2608,2638,59.35479928,239.0,18.1,4.7,2.0,8.0,12.7,Automatic,151.0,MID-SIZE,1.48,10.0,13.0,9.4,Gas,24.0
2609,2639,58.54280798,261.0,10.6,3.5,5.0,6.0,9.2,Automatic,150.0,SUV - SMALL,1.4,10.0,17.0,9.8,Petrol,24.0
2610,2640,60.17673281,397.0,25.7,5.3,2.0,8.0,24.1,Automatic,251.0,VAN - CARGO,1.42,10.0,26.0,15.2,Gas,11.0
2611,2641,93.46612736,177.0,8.3,1.8,7.0,4.0,8.0,Automatic,101.0,SPECIAL PURPOSE VEHICLE,1.2,10.0,15.0,7.1,Petrol,37.0
2612,2642,212.0,203.0,7.3,1.9,13.0,4.0,7.8,Manual,96.0,SUBCOMPACT,1.33,10.0,17.0,5.7,Petrol,60.0
2613,2643,47.92047563,410.0,15.4,6.8,5.0,8.0,15.7,Automatic,282.0,FULL-SIZE,1.54,10.0,19.0,15.4,Gas,20.0
2614,2644,62.49260393,397.0,12.8,5.3,2.0,8.0,22.4,Automatic,201.0,TWO-SEATER,1.5,10.0,17.0,14.1,Gas,14.0
2615,2645,82.0867403,181.0,10.8,1.5,5.0,6.0,6.8,Manual,69.0,COMPACT,1.66,10.0,18.0,7.8,Gas,36.0
2616,2646,105.7460267,214.0,16.3,3.6,5.0,6.0,11.8,Automatic,151.0,PICKUP TRUCK - STANDARD,1.08,10.0,22.0,9.4,Petrol,29.0
2617,2647,86.88703207,176.0,7.0,1.8,5.0,4.0,10.5,Automatic,116.0,MID-SIZE,1.32,10.0,17.0,7.3,Petrol,42.0
2618,2648,121.6249861,236.0,13.1,3.5,7.0,6.0,11.5,Automatic,170.0,PICKUP TRUCK - STANDARD,1.21,10.0,19.0,14.0,Petrol,17.0
2619,2649,69.57620133,381.0,11.3,3.5,5.0,8.0,11.2,Automatic,206.0,COMPACT,1.48,10.0,17.0,11.3,Gas,20.0
2620,2650,69.64752083,250.0,11.6,2.7,5.0,6.0,9.1,Automatic,88.0,COMPACT,1.35,10.0,18.0,9.3,Petrol,25.0
2621,2651,84.97891728,274.0,12.7,2.6,5.0,3.0,15.8,Automatic,174.0,MID-SIZE,1.46,10.0,18.0,11.4,Petrol,22.0
2622,2652,94.31620817,199.0,7.3,1.6,4.0,4.0,5.6,Automatic,97.0,SUBCOMPACT,1.43,10.0,16.0,6.9,Gas,37.0
2623,2653,109.4106735,209.0,10.4,2.3,14.0,4.0,7.3,Automatic,82.0,SUV - SMALL,1.49,10.0,22.0,5.4,Petrol,57.0
2624,2654,98.71293098,309.0,11.3,1.8,5.0,6.0,10.3,Automatic,113.0,COMPACT,0.95,10.0,21.0,9.2,Gas,30.0
2625,2655,61.20605535,233.0,10.2,3.7,4.0,8.0,10.8,Automatic,192.0,MID-SIZE,1.34,10.0,15.0,13.7,Gas,20.0
2626,2656,69.54373008,304.0,13.8,4.7,5.0,8.0,22.3,Automatic,245.0,FULL-SIZE,1.61,10.0,18.0,10.2,Gas,18.0
2627,2657,62.5374524,332.0,10.1,5.6,8.0,10.0,14.6,Automatic,248.0,SUV - STANDARD,1.44,10.0,19.0,11.7,Petrol,17.0
2628,2658,68.8288168,258.0,27.4,4.7,7.0,8.0,21.7,Automatic,213.0,SUV - STANDARD,1.59,10.0,22.0,14.4,Petrol,18.0
2629,2659,110.1145579,201.0,9.0,1.7,5.0,4.0,8.3,Automatic,93.0,COMPACT,1.34,10.0,17.0,9.7,Gas,33.0
2630,2660,60.93710932,456.0,17.4,4.3,5.0,8.0,13.5,Automatic,259.0,COMPACT,1.5,10.0,18.0,9.8,Gas,25.0
2631,2661,69.20325021,386.0,23.5,5.0,7.0,6.0,16.9,Automatic,255.0,SUV - STANDARD,1.42,10.0,17.0,14.9,Petrol,11.0
2632,2662,98.94357907,299.0,13.0,3.3,17.0,4.0,16.5,Automatic,277.0,PICKUP TRUCK - STANDARD,1.44,10.0,19.0,13.3,Petrol,26.0
2633,2663,89.42763311,243.0,9.9,3.1,5.0,4.0,13.1,Automatic,119.0,MID-SIZE,1.39,10.0,27.0,8.1,Petrol,32.0
2634,2664,128.365685,278.0,9.5,3.6,5.0,4.0,8.8,Automatic,107.0,SUV - SMALL,1.33,10.0,20.0,6.3,Petrol,25.0
2635,2665,108.7892288,220.0,8.4,2.9,5.0,4.0,12.6,Automatic,121.0,MID-SIZE,1.02,10.0,17.0,6.0,Diesel,19.0
2636,2666,65.54948832,366.0,24.2,5.6,13.0,8.0,21.1,Automatic,255.0,PICKUP TRUCK - STANDARD,1.24,10.0,20.0,12.7,Petrol,24.0
2637,2667,75.32444765,293.0,8.0,1.9,5.0,4.0,8.4,Manual,107.0,MID-SIZE,1.52,10.0,18.0,8.3,Gas,25.0
2638,2669,86.02876885,202.0,8.2,1.8,5.0,4.0,9.2,Manual,95.0,COMPACT,1.44,10.0,17.0,6.4,Gas,28.0
2639,2670,86.67511073,262.0,15.3,3.8,5.0,6.0,24.1,Automatic,264.0,MID-SIZE,1.41,10.0,19.0,9.6,Petrol,18.0
2640,2671,67.60868236,284.0,13.4,5.3,5.0,8.0,8.3,Automatic,233.0,MID-SIZE,1.53,10.0,19.0,12.0,Gas,25.0
2641,2672,114.5187866,357.0,8.3,1.3,2.0,4.0,11.1,Manual,107.0,TWO-SEATER,1.4,10.0,17.0,10.3,Gas,31.0
2642,2673,83.66444785,311.0,15.1,5.9,5.0,8.0,14.2,Automatic,238.0,COMPACT,1.34,10.0,22.0,11.4,Gas,24.0
2643,2674,54.62166495,208.0,13.3,2.0,5.0,4.0,7.9,Automatic,94.0,SUV - SMALL,1.38,10.0,18.0,8.5,Petrol,24.0
2644,2675,187.7167974,197.0,8.6,3.0,5.0,4.0,8.3,Automatic,91.0,COMPACT,1.34,10.0,17.0,5.4,Gas,48.0
2645,2676,123.7648506,222.0,14.2,2.7,5.0,4.0,6.9,Automatic,95.0,COMPACT,1.44,10.0,18.0,7.4,Gas,28.0
2646,2677,117.7578848,242.0,11.6,2.4,5.0,4.0,9.5,Automatic,120.0,COMPACT,1.46,10.0,17.0,7.8,Gas,38.0
2647,2678,68.31475102,286.0,9.1,2.2,5.0,6.0,11.3,Automatic,156.0,MID-SIZE,1.46,10.0,16.0,6.1,Gas,26.0
2648,2679,99.54299082,230.0,9.5,3.0,13.0,4.0,12.7,Automatic,111.0,SUV - SMALL,1.36,10.0,17.0,7.5,Petrol,34.0
2649,2680,59.60796469,304.0,9.2,3.4,7.0,6.0,12.7,Automatic,144.0,COMPACT,1.35,10.0,17.0,10.3,Petrol,20.0
2650,2681,53.07885623,301.0,24.6,3.5,3.0,8.0,18.2,Automatic,292.0,FULL-SIZE,1.44,10.0,19.0,9.8,Gas,18.0
2651,2682,80.36321396,266.0,10.8,1.2,16.0,4.0,9.4,Automatic,72.0,FULL-SIZE,1.42,10.0,18.0,7.3,Petrol,33.0
2652,2683,117.3795671,216.0,8.9,1.8,5.0,4.0,5.6,Automatic,89.0,MID-SIZE,1.27,10.0,18.0,6.9,Petrol,42.0
2653,2684,68.73292047,246.0,10.3,2.3,5.0,4.0,7.7,Automatic,80.0,MID-SIZE,0.97,10.0,18.0,6.8,Petrol,25.0
2654,2685,78.02437738,257.0,8.6,3.6,5.0,6.0,9.6,Automatic,150.0,SUV - SMALL,1.07,10.0,17.0,10.7,Petrol,31.0
2655,2686,62.47576949,264.0,13.8,3.3,5.0,6.0,12.5,Automatic,164.0,MID-SIZE,1.54,10.0,14.0,8.4,Petrol,26.0
2656,2687,102.3887869,199.0,9.8,2.4,5.0,4.0,11.9,Automatic,110.0,COMPACT,1.5,10.0,16.0,7.8,Gas,37.0
2657,2688,62.67250693,282.0,13.3,3.5,5.0,6.0,9.5,Automatic,175.0,MID-SIZE,1.5,10.0,19.0,11.7,Petrol,23.0
2658,2689,60.1531804,424.0,26.9,6.2,16.0,11.0,25.8,Automatic,378.0,VAN - PASSENGER,1.31,10.0,25.0,11.7,Petrol,12.0
2659,2690,111.9763928,426.0,19.5,4.9,5.0,8.0,11.0,Automatic,264.0,COMPACT,1.53,10.0,17.0,8.3,Gas,18.0
2660,2691,75.07490095,222.0,12.4,1.4,14.0,4.0,5.9,Automatic,93.0,COMPACT,1.36,10.0,16.0,6.8,Petrol,25.0
2661,2692,101.7244957,192.0,8.6,1.7,13.0,4.0,8.4,Automatic,113.0,MID-SIZE,1.24,10.0,21.0,6.9,Petrol,34.0
2662,2693,96.59405602,260.0,10.4,3.5,13.0,6.0,10.1,Automatic,159.0,MID-SIZE,1.58,10.0,17.0,9.7,Petrol,25.0
2663,2694,65.21058567,277.0,16.7,3.7,2.0,8.0,21.0,Automatic,256.0,MINICOMPACT,1.55,10.0,16.0,13.6,Gas,17.0
2664,2695,53.72203296,219.0,20.1,3.4,15.0,6.0,14.9,Automatic,161.0,SUV - STANDARD,1.31,10.0,18.0,10.5,Petrol,18.0
2665,2696,96.74944202,272.0,12.7,1.8,5.0,4.0,6.7,Automatic,104.0,COMPACT,1.06,10.0,22.0,5.1,Petrol,42.0
2666,2697,87.3534083,284.0,18.7,6.0,5.0,8.0,10.5,Manual,229.0,COMPACT,1.56,10.0,21.0,12.0,Petrol,14.0
2667,2698,117.3570777,318.0,12.7,3.3,16.0,6.0,10.8,Automatic,155.0,SUV - STANDARD,1.48,10.0,24.0,9.1,Petrol,14.0
2668,2699,98.4755675,197.0,8.9,1.7,5.0,4.0,7.9,Automatic,89.0,SUV - SMALL,0.87,10.0,18.0,5.7,Petrol,40.0
2669,2700,155.4802148,262.0,9.5,2.2,4.0,4.0,7.4,Automatic,91.0,SUBCOMPACT,1.36,10.0,21.0,6.6,Gas,28.0
2670,2701,110.3381877,308.0,16.2,3.7,16.0,4.0,14.6,Automatic,128.0,MID-SIZE,1.06,10.0,22.0,7.3,Petrol,30.0
2671,2702,83.95433607,178.0,7.6,2.3,5.0,4.0,9.0,Manual,120.0,SUV - SMALL,1.61,10.0,22.0,6.4,Gas,32.0
2672,2703,75.10372085,241.0,8.4,1.6,5.0,4.0,7.8,Automatic,91.0,COMPACT,1.26,10.0,16.0,7.2,Gas,42.0
2673,2704,85.70420798,192.0,8.4,1.8,5.0,4.0,10.8,Automatic,114.0,MID-SIZE,1.44,10.0,17.0,9.4,Petrol,37.0
2674,2705,71.65950712,234.0,14.8,2.8,7.0,6.0,16.6,Automatic,185.0,SUV - SMALL,1.53,10.0,18.0,11.8,Petrol,17.0
2675,2706,63.72030058,230.0,12.8,2.6,7.0,6.0,17.4,Automatic,166.0,SUV - STANDARD,1.29,10.0,18.0,13.3,Gas,18.0
2676,2707,112.4614227,273.0,12.0,2.6,5.0,4.0,9.0,Automatic,110.0,PICKUP TRUCK - STANDARD,1.37,10.0,18.0,7.4,Petrol,33.0
2677,2708,70.81148704,299.0,6.5,3.4,7.0,6.0,11.2,Automatic,143.0,SPECIAL PURPOSE VEHICLE,1.18,10.0,16.0,8.9,Diesel,28.0
2678,2709,55.20891834,299.0,12.3,4.2,13.0,8.0,16.2,Automatic,277.0,MID-SIZE,1.41,10.0,19.0,10.6,Gas,16.0
2679,2710,150.286604,215.0,5.8,2.1,5.0,4.0,8.5,Automatic,100.0,COMPACT,1.3,10.0,20.0,7.7,Petrol,48.0
2680,2711,130.2940981,296.0,12.7,3.2,5.0,4.0,13.0,Manual,120.0,MID-SIZE,1.66,10.0,22.0,9.1,Petrol,31.0
2681,2712,70.49332711,394.0,28.2,4.6,2.0,8.0,16.8,Automatic,226.0,SUV - SMALL,1.37,10.0,23.0,16.2,Petrol,11.0
2682,2713,56.98902906,355.0,22.7,5.9,15.0,8.0,22.6,Automatic,261.0,VAN - PASSENGER,1.5,10.0,26.0,15.2,Petrol,11.0
2683,2714,67.09579338,218.0,11.9,2.3,5.0,4.0,6.4,Automatic,113.0,SUV - SMALL,1.31,10.0,13.0,5.8,Gas,35.0
2684,2715,59.67448176,195.0,11.3,3.3,4.0,6.0,9.7,Automatic,147.0,MINICOMPACT,1.42,10.0,19.0,8.5,Gas,27.0
2685,2716,78.51391118,256.0,15.0,3.6,4.0,8.0,12.0,Automatic,153.0,MINICOMPACT,1.44,10.0,17.0,9.4,Gas,26.0
2686,2717,102.9594361,257.0,7.6,1.7,4.0,4.0,7.2,Manual,72.0,SUBCOMPACT,1.29,10.0,17.0,6.3,Gas,33.0
2687,2718,102.9344054,196.0,9.8,2.3,5.0,4.0,9.2,Automatic,84.0,COMPACT,1.46,10.0,18.0,6.6,Gas,30.0
2688,2719,74.601,280.0,18.8,5.5,4.0,6.0,11.6,Automatic,272.0,MINICOMPACT,1.45,10.0,19.0,10.2,Gas,18.0
2689,2720,61.62554584,165.0,12.6,4.7,4.0,8.0,18.4,Automatic,167.0,SUV - STANDARD,1.52,10.0,16.0,9.2,Gas,21.0
2690,2721,78.24651762,221.0,11.3,1.4,13.0,4.0,9.0,Manual,87.0,SUV - SMALL,1.25,10.0,21.0,6.3,Petrol,46.0
2691,2722,97.75404395,207.0,8.8,1.4,5.0,4.0,8.5,Automatic,101.0,COMPACT,1.52,10.0,19.0,4.9,Gas,32.0
2692,2723,68.25647472,209.0,11.7,3.2,5.0,4.0,10.7,Automatic,99.0,MID-SIZE,1.39,10.0,18.0,6.4,Gas,38.0
2693,2724,95.48416141,238.0,17.6,3.5,5.0,6.0,9.6,Automatic,242.0,MINIVAN,1.33,10.0,19.0,8.6,Gas,21.0
2694,2725,57.96591223,370.0,16.4,4.3,12.0,8.0,16.3,Automatic,247.0,TWO-SEATER,1.45,10.0,17.0,9.4,Gas,15.0
2695,2726,74.64903454,305.0,27.8,4.8,2.0,10.0,17.5,Automatic,335.0,PICKUP TRUCK - SMALL,1.49,10.0,22.0,15.1,Petrol,18.0
2696,2727,70.14039542,363.0,19.4,5.6,13.0,8.0,22.1,Automatic,378.0,SUV - SMALL,1.57,10.0,24.0,15.0,Petrol,11.0
2697,2728,80.31381554,271.0,12.4,2.8,5.0,6.0,9.0,Automatic,162.0,MID-SIZE,1.48,10.0,18.0,9.1,Gas,19.0
2698,2729,69.3281911,397.0,22.7,5.1,2.0,8.0,14.4,Automatic,378.0,COMPACT,1.49,10.0,22.0,13.0,Petrol,11.0
2699,2730,91.52146929,289.0,12.2,3.4,5.0,4.0,7.5,Automatic,89.0,STATION WAGON - SMALL,1.43,10.0,19.0,7.0,Petrol,24.0
2700,2731,109.4405966,278.0,12.8,3.6,5.0,4.0,10.2,Automatic,113.0,MID-SIZE,1.51,10.0,19.0,9.2,Petrol,26.0
2701,2732,70.6262896,299.0,12.8,4.2,5.0,8.0,12.3,Automatic,155.0,MID-SIZE,1.37,10.0,19.0,10.0,Gas,23.0
2702,2733,58.09528235,287.0,17.1,5.3,5.0,8.0,19.4,Automatic,223.0,FULL-SIZE,1.71,10.0,19.0,11.2,Gas,20.0
2703,2734,73.45597345,257.0,8.4,2.2,5.0,6.0,7.6,Manual,138.0,TWO-SEATER,1.36,10.0,18.0,7.2,Petrol,51.0
2704,2735,70.3350467,386.0,23.3,3.7,2.0,8.0,12.3,Automatic,171.0,TWO-SEATER,1.46,10.0,19.0,11.7,Gas,19.0
2705,2736,83.5954056,386.0,30.2,4.9,2.0,8.0,22.3,Automatic,332.0,VAN - CARGO,1.47,10.0,24.0,20.5,Gas,11.0
2706,2737,68.87962344,272.0,11.8,3.4,14.0,6.0,17.6,Automatic,168.0,COMPACT,1.51,10.0,25.0,8.9,Petrol,25.0
2707,2738,67.38532729,386.0,19.0,6.3,4.0,8.0,11.6,Automatic,187.0,SUBCOMPACT,1.44,10.0,22.0,13.0,Petrol,20.0
2708,2739,70.7558963,307.0,20.3,5.4,5.0,6.0,12.7,Automatic,190.0,SUV - SMALL,1.44,10.0,21.0,10.7,Petrol,19.0
2709,2740,61.01888086,267.0,13.2,3.4,7.0,6.0,12.9,Automatic,159.0,SUV - STANDARD,1.46,10.0,19.0,10.1,Petrol,25.0
2710,2741,80.16831658,279.0,25.1,3.3,16.0,6.0,12.1,Manual,162.0,SUV - SMALL,1.42,10.0,19.0,10.3,Petrol,24.0
2711,2742,85.72130026,391.0,23.2,4.9,7.0,8.0,24.0,Automatic,378.0,VAN - CARGO,1.41,10.0,23.0,15.6,Petrol,19.0
2712,2743,63.95147042,255.0,19.5,6.3,5.0,10.0,8.1,Automatic,292.0,COMPACT,1.41,10.0,17.0,9.7,Petrol,16.0
2713,2744,63.0504856,231.0,14.9,3.5,5.0,6.0,8.2,Automatic,136.0,MID-SIZE,1.66,10.0,14.0,6.9,Gas,27.0
2714,2745,76.16328242,171.0,7.1,1.1,2.0,4.0,7.9,Manual,78.0,TWO-SEATER,1.14,10.0,16.0,5.9,Gas,34.0
2715,2746,147.2164913,169.0,12.1,2.6,5.0,4.0,7.7,Automatic,99.0,SUV - SMALL,0.87,10.0,17.0,9.2,Petrol,32.0
2716,2747,186.9642943,283.0,11.5,2.7,12.0,4.0,8.2,Automatic,67.0,SUV - SMALL,1.3,10.0,23.0,8.8,Petrol,36.0
2717,2748,88.59441129,216.0,6.8,2.6,5.0,6.0,7.5,Automatic,138.0,COMPACT,1.34,10.0,16.0,5.0,Diesel,40.0
2718,2749,60.47408609,202.0,6.1,1.6,13.0,4.0,7.0,Manual,112.0,SUBCOMPACT,1.39,10.0,18.0,5.2,Petrol,38.0
2719,2750,47.80321867,365.0,15.4,4.7,5.0,8.0,13.9,Automatic,241.0,SUBCOMPACT,1.46,10.0,22.0,10.5,Gas,17.0
2720,2751,64.67267013,286.0,12.9,3.4,5.0,6.0,14.5,Automatic,156.0,MID-SIZE,1.71,10.0,18.0,7.2,Gas,29.0
2721,2752,72.51966784,331.0,9.8,4.6,2.0,8.0,13.0,Automatic,211.0,TWO-SEATER,1.4,10.0,19.0,9.6,Gas,20.0
2722,2753,123.4757342,316.0,12.4,2.9,5.0,8.0,11.7,Automatic,259.0,SUBCOMPACT,1.29,10.0,22.0,7.9,Gas,18.0
2723,2754,99.09808725,259.0,8.7,2.2,2.0,4.0,11.5,Automatic,90.0,TWO-SEATER,1.39,10.0,17.0,5.3,Gas,40.0
2724,2755,71.57197178,285.0,16.6,3.6,5.0,6.0,16.0,Automatic,168.0,PICKUP TRUCK - STANDARD,1.33,10.0,17.0,12.1,Petrol,17.0
2725,2756,106.1766415,218.0,12.8,3.6,7.0,4.0,13.8,Automatic,180.0,SUV - SMALL,1.3,10.0,21.0,8.0,Petrol,23.0
2726,2757,63.6562031,265.0,11.6,3.7,13.0,6.0,10.3,Automatic,164.0,MID-SIZE,1.52,10.0,19.0,9.0,Petrol,17.0
2727,2758,91.06044428,295.0,13.9,3.2,4.0,6.0,12.6,Automatic,175.0,MINICOMPACT,1.65,10.0,18.0,9.6,Gas,35.0
2728,2759,75.33095915,280.0,9.1,3.4,4.0,6.0,13.6,Manual,177.0,MID-SIZE,1.33,10.0,22.0,9.8,Gas,35.0
2729,2760,67.87144161,233.0,13.2,4.1,16.0,10.0,13.8,Automatic,234.0,SUV - STANDARD,1.54,10.0,23.0,13.5,Petrol,16.0
2730,2761,75.73532623,291.0,10.2,3.7,5.0,6.0,11.2,Automatic,152.0,COMPACT,1.44,10.0,17.0,9.4,Gas,20.0
2731,2762,95.76348526,274.0,12.3,3.1,5.0,4.0,11.1,Automatic,164.0,PICKUP TRUCK - STANDARD,0.95,10.0,20.0,10.8,Petrol,27.0
2732,2763,72.75837393,230.0,15.8,5.0,2.0,6.0,15.8,Automatic,165.0,FULL-SIZE,1.63,10.0,19.0,13.4,Gas,20.0
2733,2764,95.89206762,293.0,9.4,3.1,5.0,4.0,10.2,Manual,98.0,MINICOMPACT,1.42,10.0,18.0,8.6,Gas,44.0
2734,2765,89.08787776,272.0,11.8,2.3,5.0,4.0,12.3,Automatic,101.0,COMPACT,1.45,10.0,22.0,8.0,Gas,24.0
2735,2766,75.57189997,428.0,25.2,4.4,5.0,8.0,21.0,Automatic,286.0,PICKUP TRUCK - STANDARD,1.6,10.0,24.0,18.8,Petrol,12.0
2736,2767,75.83416316,286.0,11.7,2.9,7.0,6.0,8.4,Automatic,100.0,SUV - STANDARD,1.5,10.0,18.0,8.4,Petrol,25.0
2737,2768,107.3982369,221.0,15.6,2.8,5.0,4.0,8.1,Automatic,257.0,SUV - SMALL,0.99,10.0,23.0,15.2,Petrol,19.0
2738,2769,56.17133708,209.0,11.1,3.3,5.0,4.0,9.3,Automatic,67.0,SUV - SMALL,1.48,10.0,18.0,9.1,Gas,24.0
2739,2770,67.68124533,394.0,28.6,5.8,2.0,8.0,13.7,Automatic,263.0,SUV - STANDARD,1.41,10.0,19.0,15.8,Gas,17.0
2740,2771,63.16716718,296.0,13.3,4.7,5.0,11.0,10.5,Automatic,153.0,FULL-SIZE,1.6,10.0,17.0,8.0,Gas,27.0
2741,2772,74.54482443,153.0,6.6,2.9,4.0,4.0,8.3,Automatic,70.0,SUBCOMPACT,1.15,10.0,16.0,6.7,Gas,31.0
2742,2773,67.62427388,290.0,16.4,3.5,14.0,8.0,18.3,Automatic,200.0,PICKUP TRUCK - STANDARD,1.29,10.0,19.0,14.3,Petrol,24.0
2743,2774,62.1206087,272.0,13.1,3.8,5.0,4.0,11.0,Automatic,111.0,COMPACT,1.31,10.0,19.0,10.3,Gas,32.0
2744,2776,66.93337561,269.0,14.6,2.7,5.0,6.0,11.0,Automatic,95.0,MID-SIZE,1.4,10.0,15.0,8.9,Gas,26.0
2745,2777,58.69063276,239.0,13.8,5.3,5.0,8.0,12.6,Automatic,268.0,SUV - STANDARD,1.56,10.0,19.0,9.4,Gas,18.0
2746,2778,61.44777633,218.0,10.5,2.7,4.0,6.0,9.9,Automatic,179.0,MINICOMPACT,1.39,10.0,17.0,8.5,Petrol,29.0
2747,2779,92.84600219,216.0,6.6,2.3,5.0,4.0,8.8,Automatic,73.0,COMPACT,1.08,10.0,18.0,6.7,Gas,41.0
2748,2780,77.39289786,293.0,14.0,4.6,5.0,10.0,12.2,Automatic,153.0,MID-SIZE,1.46,10.0,17.0,9.7,Gas,18.0
2749,2781,103.0463726,287.0,12.8,3.5,5.0,4.0,12.0,Manual,121.0,COMPACT,1.77,10.0,21.0,8.6,Gas,22.0
2750,2782,79.78603888,191.0,7.8,1.3,4.0,4.0,7.3,Automatic,79.0,FULL-SIZE,1.37,10.0,15.0,6.3,Petrol,55.0
2751,2783,64.19431846,222.0,11.7,2.2,5.0,6.0,8.6,Automatic,170.0,SUV - STANDARD,1.21,10.0,17.0,9.9,Petrol,30.0
2752,2784,72.27072012,242.0,16.4,3.4,5.0,6.0,13.1,Automatic,148.0,PICKUP TRUCK - STANDARD,1.48,10.0,17.0,10.1,Petrol,18.0
2753,2785,52.55014167,215.0,8.4,3.5,7.0,6.0,11.4,Automatic,164.0,SUV - SMALL,1.33,10.0,17.0,11.4,Petrol,21.0
2754,2786,73.20143891,306.0,12.0,2.3,5.0,8.0,13.2,Automatic,161.0,COMPACT,1.61,10.0,18.0,7.8,Gas,21.0
2755,2787,78.11823303,216.0,9.6,2.1,5.0,4.0,12.2,Automatic,126.0,MID-SIZE,1.4,10.0,17.0,8.5,Gas,21.0
