ID,PERFORMANCE_INDEX,EMISSIONS_CO2,URBAN_CONSUMPTION,DISPLACEMENT,CAPACITY,PISTON_COUNT,BLENDED_CONSUMPTION,GEARBOX_TYPE,OUTPUT,BODY_STYLE,EFFICIENCY_RATIO,YEARS_IN_SERVICE,MILEAGE,HIGHWAY_USAGE,ENERGY_SOURCE,EFFICIENCY_RATING
2641,93.46612736,177,8.3,1.8,7,4,8,Automatic,101,SPECIAL PURPOSE VEHICLE,1.2,10,15,7.1,Petrol,37
2642,212,203,7.3,1.9,13,4,7.8,Manual,96,SUBCOMPACT,1.33,10,17,5.7,Petrol,60
2643,47.92047563,410,15.4,6.8,5,8,15.7,Automatic,282,FULL-SIZE,1.54,10,19,15.4,Gas,20
2644,62.49260393,397,12.8,5.3,2,8,22.4,Automatic,201,TWO-SEATER,1.5,10,17,14.1,Gas,14
2645,82.0867403,181,10.8,1.5,5,6,6.8,Manual,69,COMPACT,1.66,10,18,7.8,Gas,36
2646,105.7460267,214,16.3,3.6,5,6,11.8,Automatic,151,PICKUP TRUCK - STANDARD,1.08,10,22,9.4,Petrol,29
2647,86.88703207,176,7,1.8,5,4,10.5,Automatic,116,MID-SIZE,1.32,10,17,7.3,Petrol,42
2648,121.6249861,236,13.1,3.5,7,6,11.5,Automatic,170,PICKUP TRUCK - STANDARD,1.21,10,19,14,Petrol,17
2649,69.57620133,381,11.3,3.5,5,8,11.2,Automatic,206,COMPACT,1.48,10,17,11.3,Gas,20
2650,69.64752083,250,11.6,2.7,5,6,9.1,Automatic,88,COMPACT,1.35,10,18,9.3,Petrol,25
2651,84.97891728,274,12.7,2.6,5,3,15.8,Automatic,174,MID-SIZE,1.46,10,18,11.4,Petrol,22
2652,94.31620817,199,7.3,1.6,4,4,5.6,Automatic,97,SUBCOMPACT,1.43,10,16,6.9,Gas,37
2653,109.4106735,209,10.4,2.3,14,4,7.3,Automatic,82,SUV - SMALL,1.49,10,22,5.4,Petrol,57
2654,98.71293098,309,11.3,1.8,5,6,10.3,Automatic,113,COMPACT,0.95,10,21,9.2,Gas,30
2655,61.20605535,233,10.2,3.7,4,8,10.8,Automatic,192,MID-SIZE,1.34,10,15,13.7,Gas,20
2656,69.54373008,304,13.8,4.7,5,8,22.3,Automatic,245,FULL-SIZE,1.61,10,18,10.2,Gas,18
2657,62.5374524,332,10.1,5.6,8,10,14.6,Automatic,248,SUV - STANDARD,1.44,10,19,11.7,Petrol,17
2658,68.8288168,258,27.4,4.7,7,8,21.7,Automatic,213,SUV - STANDARD,1.59,10,22,14.4,Petrol,18
2659,110.1145579,201,9,1.7,5,4,8.3,Automatic,93,COMPACT,1.34,10,17,9.7,Gas,33
2660,60.93710932,456,17.4,4.3,5,8,13.5,Automatic,259,COMPACT,1.5,10,18,9.8,Gas,25
2661,69.20325021,386,23.5,5,7,6,16.9,Automatic,255,SUV - STANDARD,1.42,10,17,14.9,Petrol,11
2662,98.94357907,299,13,3.3,17,4,16.5,Automatic,277,PICKUP TRUCK - STANDARD,1.44,10,19,13.3,Petrol,26
2663,89.42763311,243,9.9,3.1,5,4,13.1,Automatic,119,MID-SIZE,1.39,10,27,8.1,Petrol,32
2664,128.365685,278,9.5,3.6,5,4,8.8,Automatic,107,SUV - SMALL,1.33,10,20,6.3,Petrol,25
2665,108.7892288,220,8.4,2.9,5,4,12.6,Automatic,121,MID-SIZE,1.02,10,17,6,Diesel,19
2666,65.54948832,366,24.2,5.6,13,8,21.1,Automatic,255,PICKUP TRUCK - STANDARD,1.24,10,20,12.7,Petrol,24
2667,75.32444765,293,8,1.9,5,4,8.4,Manual,107,MID-SIZE,1.52,10,18,8.3,Gas,25
2669,86.02876885,202,8.2,1.8,5,4,9.2,Manual,95,COMPACT,1.44,10,17,6.4,Gas,28
2670,86.67511073,262,15.3,3.8,5,6,24.1,Automatic,264,MID-SIZE,1.41,10,19,9.6,Petrol,18
2671,67.60868236,284,13.4,5.3,5,8,8.3,Automatic,233,MID-SIZE,1.53,10,19,12,Gas,25
2672,114.5187866,357,8.3,1.3,2,4,11.1,Manual,107,TWO-SEATER,1.4,10,17,10.3,Gas,31
2673,83.66444785,311,15.1,5.9,5,8,14.2,Automatic,238,COMPACT,1.34,10,22,11.4,Gas,24
2674,54.62166495,208,13.3,2,5,4,7.9,Automatic,94,SUV - SMALL,1.38,10,18,8.5,Petrol,24
2675,187.7167974,197,8.6,3,5,4,8.3,Automatic,91,COMPACT,1.34,10,17,5.4,Gas,48
2676,123.7648506,222,14.2,2.7,5,4,6.9,Automatic,95,COMPACT,1.44,10,18,7.4,Gas,28
2677,117.7578848,242,11.6,2.4,5,4,9.5,Automatic,120,COMPACT,1.46,10,17,7.8,Gas,38
2678,68.31475102,286,9.1,2.2,5,6,11.3,Automatic,156,MID-SIZE,1.46,10,16,6.1,Gas,26
2679,99.54299082,230,9.5,3,13,4,12.7,Automatic,111,SUV - SMALL,1.36,10,17,7.5,Petrol,34
2680,59.60796469,304,9.2,3.4,7,6,12.7,Automatic,144,COMPACT,1.35,10,17,10.3,Petrol,20
2681,53.07885623,301,24.6,3.5,3,8,18.2,Automatic,292,FULL-SIZE,1.44,10,19,9.8,Gas,18
2682,80.36321396,266,10.8,1.2,16,4,9.4,Automatic,72,FULL-SIZE,1.42,10,18,7.3,Petrol,33
2683,117.3795671,216,8.9,1.8,5,4,5.6,Automatic,89,MID-SIZE,1.27,10,18,6.9,Petrol,42
2684,68.73292047,246,10.3,2.3,5,4,7.7,Automatic,80,MID-SIZE,0.97,10,18,6.8,Petrol,25
2685,78.02437738,257,8.6,3.6,5,6,9.6,Automatic,150,SUV - SMALL,1.07,10,17,10.7,Petrol,31
2686,62.47576949,264,13.8,3.3,5,6,12.5,Automatic,164,MID-SIZE,1.54,10,14,8.4,Petrol,26
2687,102.3887869,199,9.8,2.4,5,4,11.9,Automatic,110,COMPACT,1.5,10,16,7.8,Gas,37
2688,62.67250693,282,13.3,3.5,5,6,9.5,Automatic,175,MID-SIZE,1.5,10,19,11.7,Petrol,23
2689,60.1531804,424,26.9,6.2,16,11,25.8,Automatic,378,VAN - PASSENGER,1.31,10,25,11.7,Petrol,12
2690,111.9763928,426,19.5,4.9,5,8,11,Automatic,264,COMPACT,1.53,10,17,8.3,Gas,18
2691,75.07490095,222,12.4,1.4,14,4,5.9,Automatic,93,COMPACT,1.36,10,16,6.8,Petrol,25
2692,101.7244957,192,8.6,1.7,13,4,8.4,Automatic,113,MID-SIZE,1.24,10,21,6.9,Petrol,34
2693,96.59405602,260,10.4,3.5,13,6,10.1,Automatic,159,MID-SIZE,1.58,10,17,9.7,Petrol,25
2694,65.21058567,277,16.7,3.7,2,8,21,Automatic,256,MINICOMPACT,1.55,10,16,13.6,Gas,17
2695,53.72203296,219,20.1,3.4,15,6,14.9,Automatic,161,SUV - STANDARD,1.31,10,18,10.5,Petrol,18
2696,96.74944202,272,12.7,1.8,5,4,6.7,Automatic,104,COMPACT,1.06,10,22,5.1,Petrol,42
2697,87.3534083,284,18.7,6,5,8,10.5,Manual,229,COMPACT,1.56,10,21,12,Petrol,14
2698,117.3570777,318,12.7,3.3,16,6,10.8,Automatic,155,SUV - STANDARD,1.48,10,24,9.1,Petrol,14
2699,98.4755675,197,8.9,1.7,5,4,7.9,Automatic,89,SUV - SMALL,0.87,10,18,5.7,Petrol,40
2700,155.4802148,262,9.5,2.2,4,4,7.4,Automatic,91,SUBCOMPACT,1.36,10,21,6.6,Gas,28
2701,110.3381877,308,16.2,3.7,16,4,14.6,Automatic,128,MID-SIZE,1.06,10,22,7.3,Petrol,30
2702,83.95433607,178,7.6,2.3,5,4,9,Manual,120,SUV - SMALL,1.61,10,22,6.4,Gas,32
2703,75.10372085,241,8.4,1.6,5,4,7.8,Automatic,91,COMPACT,1.26,10,16,7.2,Gas,42
2704,85.70420798,192,8.4,1.8,5,4,10.8,Automatic,114,MID-SIZE,1.44,10,17,9.4,Petrol,37
2705,71.65950712,234,14.8,2.8,7,6,16.6,Automatic,185,SUV - SMALL,1.53,10,18,11.8,Petrol,17
2706,63.72030058,230,12.8,2.6,7,6,17.4,Automatic,166,SUV - STANDARD,1.29,10,18,13.3,Gas,18
2707,112.4614227,273,12,2.6,5,4,9,Automatic,110,PICKUP TRUCK - STANDARD,1.37,10,18,7.4,Petrol,33
2708,70.81148704,299,6.5,3.4,7,6,11.2,Automatic,143,SPECIAL PURPOSE VEHICLE,1.18,10,16,8.9,Diesel,28
2709,55.20891834,299,12.3,4.2,13,8,16.2,Automatic,277,MID-SIZE,1.41,10,19,10.6,Gas,16
2710,150.286604,215,5.8,2.1,5,4,8.5,Automatic,100,COMPACT,1.3,10,20,7.7,Petrol,48
2711,130.2940981,296,12.7,3.2,5,4,13,Manual,120,MID-SIZE,1.66,10,22,9.1,Petrol,31
2712,70.49332711,394,28.2,4.6,2,8,16.8,Automatic,226,SUV - SMALL,1.37,10,23,16.2,Petrol,11
2713,56.98902906,355,22.7,5.9,15,8,22.6,Automatic,261,VAN - PASSENGER,1.5,10,26,15.2,Petrol,11
2714,67.09579338,218,11.9,2.3,5,4,6.4,Automatic,113,SUV - SMALL,1.31,10,13,5.8,Gas,35
2715,59.67448176,195,11.3,3.3,4,6,9.7,Automatic,147,MINICOMPACT,1.42,10,19,8.5,Gas,27
2716,78.51391118,256,15,3.6,4,8,12,Automatic,153,MINICOMPACT,1.44,10,17,9.4,Gas,26
2717,102.9594361,257,7.6,1.7,4,4,7.2,Manual,72,SUBCOMPACT,1.29,10,17,6.3,Gas,33
2718,102.9344054,196,9.8,2.3,5,4,9.2,Automatic,84,COMPACT,1.46,10,18,6.6,Gas,30
2719,74.601,280,18.8,5.5,4,6,11.6,Automatic,272,MINICOMPACT,1.45,10,19,10.2,Gas,18
2720,61.62554584,165,12.6,4.7,4,8,18.4,Automatic,167,SUV - STANDARD,1.52,10,16,9.2,Gas,21
2721,78.24651762,221,11.3,1.4,13,4,9,Manual,87,SUV - SMALL,1.25,10,21,6.3,Petrol,46
2722,97.75404395,207,8.8,1.4,5,4,8.5,Automatic,101,COMPACT,1.52,10,19,4.9,Gas,32
2723,68.25647472,209,11.7,3.2,5,4,10.7,Automatic,99,MID-SIZE,1.39,10,18,6.4,Gas,38
2724,95.48416141,238,17.6,3.5,5,6,9.6,Automatic,242,MINIVAN,1.33,10,19,8.6,Gas,21
2725,57.96591223,370,16.4,4.3,12,8,16.3,Automatic,247,TWO-SEATER,1.45,10,17,9.4,Gas,15
2726,74.64903454,305,27.8,4.8,2,10,17.5,Automatic,335,PICKUP TRUCK - SMALL,1.49,10,22,15.1,Petrol,18
2727,70.14039542,363,19.4,5.6,13,8,22.1,Automatic,378,SUV - SMALL,1.57,10,24,15,Petrol,11
2728,80.31381554,271,12.4,2.8,5,6,9,Automatic,162,MID-SIZE,1.48,10,18,9.1,Gas,19
2729,69.3281911,397,22.7,5.1,2,8,14.4,Automatic,378,COMPACT,1.49,10,22,13,Petrol,11
2730,91.52146929,289,12.2,3.4,5,4,7.5,Automatic,89,STATION WAGON - SMALL,1.43,10,19,7,Petrol,24
2731,109.4405966,278,12.8,3.6,5,4,10.2,Automatic,113,MID-SIZE,1.51,10,19,9.2,Petrol,26
2732,70.6262896,299,12.8,4.2,5,8,12.3,Automatic,155,MID-SIZE,1.37,10,19,10,Gas,23
2733,58.09528235,287,17.1,5.3,5,8,19.4,Automatic,223,FULL-SIZE,1.71,10,19,11.2,Gas,20
2734,73.45597345,257,8.4,2.2,5,6,7.6,Manual,138,TWO-SEATER,1.36,10,18,7.2,Petrol,51
2735,70.3350467,386,23.3,3.7,2,8,12.3,Automatic,171,TWO-SEATER,1.46,10,19,11.7,Gas,19
2736,83.5954056,386,30.2,4.9,2,8,22.3,Automatic,332,VAN - CARGO,1.47,10,24,20.5,Gas,11
2737,68.87962344,272,11.8,3.4,14,6,17.6,Automatic,168,COMPACT,1.51,10,25,8.9,Petrol,25
2738,67.38532729,386,19,6.3,4,8,11.6,Automatic,187,SUBCOMPACT,1.44,10,22,13,Petrol,20
2739,70.7558963,307,20.3,5.4,5,6,12.7,Automatic,190,SUV - SMALL,1.44,10,21,10.7,Petrol,19
2740,61.01888086,267,13.2,3.4,7,6,12.9,Automatic,159,SUV - STANDARD,1.46,10,19,10.1,Petrol,25
2741,80.16831658,279,25.1,3.3,16,6,12.1,Manual,162,SUV - SMALL,1.42,10,19,10.3,Petrol,24
2742,85.72130026,391,23.2,4.9,7,8,24,Automatic,378,VAN - CARGO,1.41,10,23,15.6,Petrol,19
2743,63.95147042,255,19.5,6.3,5,10,8.1,Automatic,292,COMPACT,1.41,10,17,9.7,Petrol,16
2744,63.0504856,231,14.9,3.5,5,6,8.2,Automatic,136,MID-SIZE,1.66,10,14,6.9,Gas,27
2745,76.16328242,171,7.1,1.1,2,4,7.9,Manual,78,TWO-SEATER,1.14,10,16,5.9,Gas,34
2746,147.2164913,169,12.1,2.6,5,4,7.7,Automatic,99,SUV - SMALL,0.87,10,17,9.2,Petrol,32
2747,186.9642943,283,11.5,2.7,12,4,8.2,Automatic,67,SUV - SMALL,1.3,10,23,8.8,Petrol,36
2748,88.59441129,216,6.8,2.6,5,6,7.5,Automatic,138,COMPACT,1.34,10,16,5,Diesel,40
2749,60.47408609,202,6.1,1.6,13,4,7,Manual,112,SUBCOMPACT,1.39,10,18,5.2,Petrol,38
2750,47.80321867,365,15.4,4.7,5,8,13.9,Automatic,241,SUBCOMPACT,1.46,10,22,10.5,Gas,17
2751,64.67267013,286,12.9,3.4,5,6,14.5,Automatic,156,MID-SIZE,1.71,10,18,7.2,Gas,29
2752,72.51966784,331,9.8,4.6,2,8,13,Automatic,211,TWO-SEATER,1.4,10,19,9.6,Gas,20
2753,123.4757342,316,12.4,2.9,5,8,11.7,Automatic,259,SUBCOMPACT,1.29,10,22,7.9,Gas,18
2754,99.09808725,259,8.7,2.2,2,4,11.5,Automatic,90,TWO-SEATER,1.39,10,17,5.3,Gas,40
2755,71.57197178,285,16.6,3.6,5,6,16,Automatic,168,PICKUP TRUCK - STANDARD,1.33,10,17,12.1,Petrol,17
2756,106.1766415,218,12.8,3.6,7,4,13.8,Automatic,180,SUV - SMALL,1.3,10,21,8,Petrol,23
2757,63.6562031,265,11.6,3.7,13,6,10.3,Automatic,164,MID-SIZE,1.52,10,19,9,Petrol,17
2758,91.06044428,295,13.9,3.2,4,6,12.6,Automatic,175,MINICOMPACT,1.65,10,18,9.6,Gas,35
2759,75.33095915,280,9.1,3.4,4,6,13.6,Manual,177,MID-SIZE,1.33,10,22,9.8,Gas,35
2760,67.87144161,233,13.2,4.1,16,10,13.8,Automatic,234,SUV - STANDARD,1.54,10,23,13.5,Petrol,16
2761,75.73532623,291,10.2,3.7,5,6,11.2,Automatic,152,COMPACT,1.44,10,17,9.4,Gas,20
2762,95.76348526,274,12.3,3.1,5,4,11.1,Automatic,164,PICKUP TRUCK - STANDARD,0.95,10,20,10.8,Petrol,27
2763,72.75837393,230,15.8,5,2,6,15.8,Automatic,165,FULL-SIZE,1.63,10,19,13.4,Gas,20
2764,95.89206762,293,9.4,3.1,5,4,10.2,Manual,98,MINICOMPACT,1.42,10,18,8.6,Gas,44
2765,89.08787776,272,11.8,2.3,5,4,12.3,Automatic,101,COMPACT,1.45,10,22,8,Gas,24
2766,75.57189997,428,25.2,4.4,5,8,21,Automatic,286,PICKUP TRUCK - STANDARD,1.6,10,24,18.8,Petrol,12
2767,75.83416316,286,11.7,2.9,7,6,8.4,Automatic,100,SUV - STANDARD,1.5,10,18,8.4,Petrol,25
2768,107.3982369,221,15.6,2.8,5,4,8.1,Automatic,257,SUV - SMALL,0.99,10,23,15.2,Petrol,19
2769,56.17133708,209,11.1,3.3,5,4,9.3,Automatic,67,SUV - SMALL,1.48,10,18,9.1,Gas,24
2770,67.68124533,394,28.6,5.8,2,8,13.7,Automatic,263,SUV - STANDARD,1.41,10,19,15.8,Gas,17
2771,63.16716718,296,13.3,4.7,5,11,10.5,Automatic,153,FULL-SIZE,1.6,10,17,8,Gas,27
2772,74.54482443,153,6.6,2.9,4,4,8.3,Automatic,70,SUBCOMPACT,1.15,10,16,6.7,Gas,31
2773,67.62427388,290,16.4,3.5,14,8,18.3,Automatic,200,PICKUP TRUCK - STANDARD,1.29,10,19,14.3,Petrol,24
2774,62.1206087,272,13.1,3.8,5,4,11,Automatic,111,COMPACT,1.31,10,19,10.3,Gas,32
2776,66.93337561,269,14.6,2.7,5,6,11,Automatic,95,MID-SIZE,1.4,10,15,8.9,Gas,26
2777,58.69063276,239,13.8,5.3,5,8,12.6,Automatic,268,SUV - STANDARD,1.56,10,19,9.4,Gas,18
2778,61.44777633,218,10.5,2.7,4,6,9.9,Automatic,179,MINICOMPACT,1.39,10,17,8.5,Petrol,29
2779,92.84600219,216,6.6,2.3,5,4,8.8,Automatic,73,COMPACT,1.08,10,18,6.7,Gas,41
2780,77.39289786,293,14,4.6,5,10,12.2,Automatic,153,MID-SIZE,1.46,10,17,9.7,Gas,18
2781,103.0463726,287,12.8,3.5,5,4,12,Manual,121,COMPACT,1.77,10,21,8.6,Gas,22
2782,79.78603888,191,7.8,1.3,4,4,7.3,Automatic,79,FULL-SIZE,1.37,10,15,6.3,Petrol,55
2783,64.19431846,222,11.7,2.2,5,6,8.6,Automatic,170,SUV - STANDARD,1.21,10,17,9.9,Petrol,30
2784,72.27072012,242,16.4,3.4,5,6,13.1,Automatic,148,PICKUP TRUCK - STANDARD,1.48,10,17,10.1,Petrol,18
2785,52.55014167,215,8.4,3.5,7,6,11.4,Automatic,164,SUV - SMALL,1.33,10,17,11.4,Petrol,21
2786,73.20143891,306,12,2.3,5,8,13.2,Automatic,161,COMPACT,1.61,10,18,7.8,Gas,21
2787,78.11823303,216,9.6,2.1,5,4,12.2,Automatic,126,MID-SIZE,1.4,10,17,8.5,Gas,21
2788,108.3888676,311,10.9,2.2,4,5,9.6,Automatic,104,MINICOMPACT,1.29,10,19,9,Gas,30
2789,193.8982876,139,9.2,1.6,16,4,6.2,Manual,83,COMPACT,1.34,10,13,5,Petrol,60
2790,102.619627,185,8.7,1.9,17,4,7.8,Manual,86,STATION WAGON - SMALL,1.25,10,14,4.9,Petrol,57
2791,80.01733747,298,12,3.3,13,6,14.1,Automatic,173,SUV - SMALL,1.03,10,17,9.2,Petrol,24
2792,54.54736891,405,19.5,4.9,5,8,11.2,Automatic,245,COMPACT,1.46,10,21,12,Gas,33
2793,108.5683585,234,8.7,2.2,5,4,10.4,Automatic,134,SUV - SMALL,1.38,10,22,6.4,Petrol,34
2794,55.19061632,370,19.7,4.2,5,8,23.2,Automatic,261,PICKUP TRUCK - STANDARD,1.38,10,21,13.4,Petrol,22
2795,65.53088329,276,23.8,3.7,7,6,20,Automatic,169,SUV - STANDARD,1.51,10,16,9.7,Petrol,17
2796,106.6090395,303,18,1.8,14,4,10.7,Automatic,94,STATION WAGON - MID-SIZE,1.36,10,17,12.5,Petrol,25
2797,73.02127936,160,7.3,2.4,5,4,6.1,Automatic,67,MID-SIZE,1.34,10,16,6.2,Gas,31
2798,61.30900467,393,11.3,3.4,15,6,15.1,Automatic,269,PICKUP TRUCK - STANDARD,1.16,10,22,11.4,Petrol,19
2799,71.46449262,270,19.4,1.6,4,6,11.1,Automatic,188,TWO-SEATER,1.63,10,18,6.3,Gas,18
2800,57.53165517,259,10.4,3.3,5,6,11.2,Automatic,163,STATION WAGON - MID-SIZE,1.41,10,16,13.6,Petrol,23
2801,89.51539634,237,9.7,1.5,16,4,7.6,Manual,105,SUV - SMALL,1.33,10,19,7,Petrol,33
2802,113.1358469,253,14.6,2.4,14,4,8.9,Manual,102,COMPACT,1.37,10,18,10.2,Gas,29
2803,63.33152331,272,16.7,3.7,16,6,15.7,Automatic,181,PICKUP TRUCK - STANDARD,1.56,10,19,10.9,Gas,18
2804,68.58899177,159,6.8,1.2,5,6,6.5,Manual,50,MID-SIZE,1.45,10,18,8.1,Petrol,35
2805,51.46367712,297,13.4,1.7,5,4,9.4,Automatic,80,MID-SIZE,1.12,10,18,8.1,Petrol,45
2806,68.82528136,197,9.8,3.4,4,6,9.9,Automatic,159,MINICOMPACT,1.41,10,17,8.4,Gas,27
2807,65.22877799,280,14,4.8,5,8,13.7,Automatic,244,COMPACT,1.49,10,19,11,Gas,20
2809,69.43101819,388,17,6.1,15,8,13.8,Automatic,258,PICKUP TRUCK - STANDARD,1.18,10,20,13.7,Petrol,18
2810,91.12740933,260,7.6,1.5,5,4,8.5,Automatic,122,SUV - SMALL,1.39,10,20,6.7,Petrol,40
2811,61.97005418,247,9.7,3.6,7,6,12.4,Automatic,162,FULL-SIZE,1.3,10,19,9.2,Petrol,13
2812,106.3620822,313,10.1,2.6,4,6,8.7,Automatic,158,MINICOMPACT,1.42,10,17,7,Gas,24
2813,90.87218542,287,10.3,3.4,5,6,9.1,Automatic,109,COMPACT,1.39,10,18,9.8,Petrol,32
2814,119.6722787,122,10.3,1.6,5,4,6.3,Manual,96,MID-SIZE,1.42,10,14,8.7,Petrol,30
2815,72.92348906,178,9.4,1.5,5,4,9.8,Automatic,98,MID-SIZE,1.51,10,17,6.2,Gas,53
2816,124.1917312,279,18.7,2.3,13,6,25.8,Automatic,192,VAN - PASSENGER,1.29,10,21,18.2,Petrol,21
2817,70.14440549,259,9.9,1.8,5,6,11.5,Manual,171,MID-SIZE,1.38,10,16,8.8,Gas,25
2818,70.62023572,260,15.2,5.7,2,8,12.5,Automatic,253,TWO-SEATER,1.44,10,22,10.3,Gas,24
2819,86.05401342,237,14,2.9,4,6,14.5,Automatic,180,MID-SIZE,1.08,10,18,6.5,Gas,37
2820,104.8209179,263,8.9,1.5,15,4,9.6,Automatic,108,STATION WAGON - SMALL,0.87,10,20,6.9,Petrol,34
2821,60.75069586,217,9.4,3.4,5,4,6.5,Automatic,70,MID-SIZE,1.47,10,17,5.8,Gas,33
2822,65.43422938,203,12.6,1.1,15,4,8.9,Automatic,75,MINICOMPACT,1.4,10,21,6,Petrol,32
2823,81.93224703,198,8.7,1.7,5,4,11.2,Automatic,88,SUV - SMALL,1.31,10,17,9.4,Petrol,31
2824,76.5303437,283,16.7,2.9,5,6,13.1,Automatic,164,MID-SIZE,1.16,10,19,8.7,Petrol,22
2825,136.7308152,275,13.5,1.6,13,4,8.5,Manual,94,SUV - SMALL,1.1,10,20,9.3,Petrol,58
2826,55.14052041,194,10.9,1.6,5,4,10,Automatic,120,SUV - SMALL,1.27,10,17,6.7,Petrol,34
2827,107.9153012,306,28.3,5,5,4,14.1,Automatic,378,PICKUP TRUCK - STANDARD,1.33,10,21,15,Petrol,22
2828,87.99917079,364,15.7,5.5,2,8,11.8,Automatic,242,TWO-SEATER,1.46,10,19,14.9,Gas,22
2829,92.96331299,323,18,4.7,5,8,22.5,Automatic,267,PICKUP TRUCK - STANDARD,1.54,10,21,17.6,Petrol,13
2830,86.17983982,285,10.3,1.7,5,4,7.8,Manual,121,STATION WAGON - SMALL,1.26,10,20,7.3,Petrol,32
2831,55.99646323,194,7.9,3.7,5,6,12.2,Manual,154,MID-SIZE,1.34,10,17,7.2,Petrol,29
2832,100.7852094,250,13.4,3.1,5,6,12.2,Automatic,95,SUV - SMALL,1.33,10,17,10.2,Petrol,28
2833,65.07361483,411,27.8,4.2,5,8,17.8,Automatic,291,FULL-SIZE,1.54,10,19,8.6,Gas,13
2834,71.49454721,209,10.2,1.7,5,4,6.8,Automatic,104,MID-SIZE,1.33,10,11,5.9,Petrol,55
2835,88.54905435,243,8.6,1.7,5,6,8.6,Automatic,161,FULL-SIZE,1.55,10,18,9.3,Gas,27
2836,93.52834767,313,9.7,3.4,5,6,9.2,Automatic,218,MID-SIZE,1.48,10,17,9.3,Gas,23
2837,113.7664422,283,6.6,1.6,13,4,7.2,Automatic,89,MINIVAN,1.32,10,18,6.1,Petrol,35
2838,61.93727473,252,10.7,2.6,5,6,8.1,Automatic,100,MID-SIZE,1.63,10,16,10,Diesel,29
2839,100.7542916,190,10.5,1.8,5,4,7.5,Manual,98,COMPACT,1.65,10,15,6.7,Gas,24
2840,61.680178,228,8,3.5,5,6,11.1,Automatic,142,PICKUP TRUCK - STANDARD,1.45,10,18,7.5,Petrol,32
2841,82.15871261,316,11,2.8,5,8,9.8,Automatic,174,SUV - SMALL,0.93,10,21,8.9,Petrol,26
2842,86.35001967,257,13,1.5,5,4,7.6,Automatic,81,COMPACT,1.31,10,18,8.7,Gas,42
2843,67.98119675,266,9.2,3.3,7,6,10.5,Automatic,146,SUV - STANDARD,1.4,10,18,9.5,Petrol,28
2844,158.9065175,196,11.2,2,4,4,9.2,Automatic,109,SUBCOMPACT,1.26,10,18,9.8,Gas,24
2845,80.24416969,232,13.2,2.6,5,6,13.5,Automatic,185,SUV - SMALL,1.23,10,18,10.5,Petrol,23
2846,78.31268988,298,14.9,2.9,7,6,11.3,Automatic,165,SUV - STANDARD,1.23,10,18,9.7,Petrol,31
2847,57.67971407,313,14.7,4.4,5,8,19.3,Automatic,149,MID-SIZE,1.73,10,19,9.1,Gas,14
2848,95.0256778,239,12.7,2.1,5,4,9,Automatic,117,COMPACT,1.29,10,20,9,Petrol,25
2849,93.71957385,245,8.8,2.8,7,4,9,Automatic,114,SUV - STANDARD,1.46,10,19,8.7,Diesel,32
2850,52.90568986,380,27.2,4.9,16,8,21.8,Automatic,288,SUV - STANDARD,1.4,10,23,20.3,Petrol,14
2851,75.61935131,179,6.7,1.4,5,4,8.4,Automatic,157,PICKUP TRUCK - SMALL,1.41,10,16,6.2,Gas,38
2852,124.2912485,168,7,1.6,5,4,7.4,Automatic,85,MID-SIZE,1.43,10,18,5.7,Petrol,40
2853,65.82305115,261,17.2,3.6,4,6,10,Automatic,185,SUV - SMALL,1.33,10,22,10.6,Gas,16
2854,58.82941206,273,10.8,3.1,5,6,9,Automatic,174,COMPACT,1.36,10,17,11.6,Gas,36
2855,64.95851568,317,9.4,3.4,4,4,11.9,Automatic,159,SUBCOMPACT,1.41,10,18,8,Gas,26
2856,58.87212003,208,10.2,3.4,5,6,10.4,Automatic,149,MID-SIZE,1.49,10,17,8.7,Gas,33
2857,71.61452118,199,10.2,2,5,4,8.5,Automatic,93,COMPACT,1.4,10,17,7.5,Petrol,34
2858,116.9410389,293,26.2,1.9,2,4,12.5,Automatic,339,PICKUP TRUCK - STANDARD,0.99,10,20,9.6,Petrol,24
2859,73.31871648,270,8.3,3.5,5,6,13.4,Automatic,171,FULL-SIZE,1.64,10,17,8.7,Gas,33
2860,62.12826244,288,16.5,2.9,5,6,14,Automatic,182,COMPACT,1.47,10,21,11.1,Gas,28
2861,106.9669922,252,12.8,2,5,4,9.2,Automatic,151,COMPACT,1.31,10,17,10.2,Gas,34
2862,80.22089975,332,16.6,4.6,5,8,18.2,Automatic,250,STATION WAGON - SMALL,1.6,10,19,12,Gas,28
2863,59.44149186,278,16.6,3.6,5,6,12.5,Automatic,160,VAN - CARGO,1.42,10,17,7.3,Petrol,17
2864,76.73885942,382,28.9,5.1,2,8,15.8,Automatic,247,TWO-SEATER,1.53,10,23,14.9,Gas,15
2865,101.0485873,302,11.7,2.7,5,4,10.4,Automatic,104,SUV - SMALL,1.52,10,21,7.1,Petrol,26
2866,54.61845658,251,14.1,4,5,8,9.9,Manual,247,COMPACT,1.6,10,18,7.8,Gas,21
2867,52.55165244,181,10.2,3.5,14,6,9.5,Automatic,91,MID-SIZE,1.42,10,17,7.6,Gas,28
2868,63.6852453,455,14.2,4.9,5,11,17.4,Automatic,226,COMPACT,1.47,10,17,9.4,Gas,21
2869,67.70703026,278,21.1,5.6,12,8,16.3,Automatic,142,MINICOMPACT,1.46,10,17,11.9,Gas,39
